visit_id,member_id,location_id,visited_at,wash_type,channel,_loaded_at
a6babfd1-9377-4c84-9e83-21e4bee5777b,c1b69ec8-d0a3-46b0-8a58-fc8c8976f6c8,LOC005,2025-08-23 15:31:45,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
42775f3c-b095-4a49-b22d-9a5e705e593d,d2258eb3-3ef7-4bbb-9d38-6b0883a0a0f7,LOC005,2023-08-03 17:07:26,Basic,RFID,2026-03-10 09:00:23
fd350d06-0fe4-4bd4-b95f-38c490987fc8,ddd7aba3-1902-4ed1-b6a7-8fea2542f6bb,LOC004,2025-06-26 14:16:41,Basic,LICENSE_PLATE,2026-03-10 09:00:23
722aa20c-41ad-4421-ae19-7ce2020ffdbf,45da0be7-4a49-4fdb-b946-5e55bd3ff19e,LOC007,2024-05-10 15:40:46,Deluxe,APP,2026-03-10 09:00:23
652ea436-64ef-4287-81d9-80b41f6bf79b,a4f9d248-adb0-4bcb-94ea-3493edc980eb,LOC001,2024-04-10 18:07:12,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
523ae158-a34f-4d0e-a6d0-cbd1e881ac90,8d8c1b8c-b3e4-4f70-a7f9-64cdb6f44ab1,LOC008,2022-12-25 18:13:26,Ultimate,RFID,2026-03-10 09:00:23
34f4323e-3845-40be-b04b-fdd87805bc23,59bc59a5-2cfb-4245-a705-e7a7929be034,LOC006,2024-05-30 15:13:35,Ultimate,WALK_UP,2026-03-10 09:00:23
81384aa5-698d-4f86-8c76-7b9226d5f143,8c506943-6084-4891-8fda-f698d79d0b75,LOC006,2024-06-17 12:11:29,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
2abaaa58-9b48-4596-9498-47f74b4b1cf2,dc90e683-ffb0-4b60-950c-931c7aa748e5,LOC004,2024-08-29 11:39:30,Deluxe,WALK_UP,2026-03-10 09:00:23
bc3824b7-9237-463a-b19f-d4c87a2f559d,814aa369-54a6-4138-8bfe-1cf1a0cb8693,LOC005,2025-05-17 10:19:49,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
40429b49-2c7d-4b86-bd6b-04d363e9ee64,003d2f50-211d-4cdb-a50d-5b50f14dfc86,LOC005,2023-09-30 12:35:59,Deluxe,APP,2026-03-10 09:00:23
39c2fe8e-f399-4fc0-b3ed-4c0818f9deab,1a564902-1807-4c50-b6e0-5dfecc8f8ade,LOC006,2023-05-22 13:57:25,Deluxe,WALK_UP,2026-03-10 09:00:23
95fb9f5e-857f-4443-8784-90b8083d3315,65f90f87-3669-4e7f-b3e7-fc12d55c7f2b,LOC006,2023-08-22 11:45:05,Basic,WALK_UP,2026-03-10 09:00:23
905b8343-bba6-4999-91cd-775f6c518847,ae1e9c5f-2bde-45e2-b388-8c3f3a513e00,LOC005,2024-11-07 10:12:52,Deluxe,WALK_UP,2026-03-10 09:00:23
4038cc16-1e5a-4416-8c8c-e2e48ad3de32,ae0d190a-a7b2-4ceb-8b0f-4c0b41c79ecc,LOC004,2024-12-14 16:47:37,Basic,APP,2026-03-10 09:00:23
5ca6d335-c4cb-4d60-8561-2c4901a7d3f7,7f5cddf1-54db-42fe-af5a-d173b92294fb,LOC002,2025-03-30 17:14:03,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
a918ba71-508c-44c5-b7fb-9b9accd05ccf,78656cd5-d7f0-4887-a9e9-d55249ed20ed,LOC003,2025-04-21 07:35:59,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
d0850816-5ea7-4434-8be8-b747ed0544c3,c427c7ec-3792-4224-930e-e48f712043c9,LOC006,2025-08-05 10:48:18,Basic,APP,2026-03-10 09:00:23
56087b45-84ba-4862-bd38-41ae35e84244,59bc59a5-2cfb-4245-a705-e7a7929be034,LOC001,2024-04-10 17:36:14,Ultimate,WALK_UP,2026-03-10 09:00:23
6d742639-1450-4b6d-85c3-de8093dbecf6,05592894-2547-4dfb-9e90-19df18b2ddd0,LOC008,2025-01-13 07:53:25,Deluxe,APP,2026-03-10 09:00:23
00fd404c-e657-4425-8d08-409ad2e0c54b,0b2e5d7f-1d0c-4622-bf77-6f9ae9f07d3b,LOC002,2021-05-15 11:36:38,Basic,WALK_UP,2026-03-10 09:00:23
a9735c5c-db5a-4340-979f-a6170e94e842,3019576a-5da6-4d4f-9ab8-1dc9e1b6950e,LOC008,2023-01-19 17:34:33,Basic,RFID,2026-03-10 09:00:23
f6671046-0157-4d7e-82b3-16ee49f09a2b,3e5b99f3-2fd9-43f6-9c5c-7edbf95d0659,LOC002,2024-05-20 11:12:51,Deluxe,APP,2026-03-10 09:00:23
39b612b3-ccc6-45fd-b121-c21ec24ad69f,b3a278e3-a5c5-4e72-b2d6-8c8afde6a90d,LOC006,2022-04-12 18:11:00,Deluxe,RFID,2026-03-10 09:00:23
69bb89f9-48a3-4276-91bf-00b0b62655af,8a575ae2-5f80-43d8-ae1f-85e332c8319b,LOC007,2022-02-09 09:39:54,Ultimate,RFID,2026-03-10 09:00:23
10a9d5a2-f39f-481b-8ce4-e717b5375fc1,d3470e0f-618f-4697-b4fb-2a311861a348,LOC003,2023-05-24 13:42:06,Basic,WALK_UP,2026-03-10 09:00:23
052ad726-7cee-483a-b737-a740aee83829,8c506943-6084-4891-8fda-f698d79d0b75,LOC004,2023-10-03 07:16:24,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
9201ae13-3f92-4d34-9d9a-5fb0db145f47,91802249-3ff8-4b11-b352-8bf9f929ae69,LOC001,2023-09-14 16:46:36,Basic,APP,2026-03-10 09:00:23
a5906ea5-8154-4c44-bc5f-c7071e1526c6,55c64df2-00dd-40eb-a876-d5e078f1a70b,LOC008,2024-04-24 07:42:07,Deluxe,APP,2026-03-10 09:00:23
1659cb60-b7d9-4241-b9c6-2c9e68666029,63c8d179-6fb3-45aa-a636-095abdc244b5,LOC002,2023-12-09 18:49:19,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
64817080-bc84-4824-a328-7163d5d44ad9,9565af9b-c69a-4057-ae4a-b5b34f5c72c3,LOC008,2023-04-03 10:14:08,Basic,APP,2026-03-10 09:00:23
ff2a5636-1d66-47fe-9c51-6e4b750e2c0b,0c7185fd-7260-401f-a656-f771f933c8d2,LOC008,2024-10-21 18:35:58,Deluxe,RFID,2026-03-10 09:00:23
f51a26be-40dc-4f88-9d1b-df3670fd77ad,4ada8afb-1f56-4b98-9f59-108c3ade07f0,LOC002,2023-05-28 19:15:43,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
08e2eb0f-e45c-4db0-b5cb-bd4aedb7903a,180de648-3844-45b7-8aac-189b3bfc7137,LOC002,2025-07-07 08:58:36,Deluxe,APP,2026-03-10 09:00:23
16aba385-8a38-471b-9160-fd9b601c6e08,f5975ad2-836a-4b05-ab41-5abd1829dff7,LOC003,2024-01-12 16:34:09,Deluxe,APP,2026-03-10 09:00:23
3b49aa47-d633-4473-b4ca-660678698ad9,7e6bea11-ac2a-445f-90bc-cf2fc7328d31,LOC008,2022-05-28 17:13:45,Deluxe,APP,2026-03-10 09:00:23
440a925f-7f3f-4690-80ab-3ab11510b88d,d9b9141f-f784-430a-bc4f-0b43c955abec,LOC007,2025-02-13 07:29:08,Basic,LICENSE_PLATE,2026-03-10 09:00:23
4c2af637-ea9b-4012-93fe-44a75328263a,793ddafa-c242-42bb-a479-a2180e579609,LOC001,2025-04-13 17:51:19,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
2475addd-9bf8-426e-97ec-4b8cf32223b3,ec0b9e5d-396a-41fb-b53c-b8227cb19482,LOC007,2024-09-01 16:04:02,Deluxe,APP,2026-03-10 09:00:23
f3623a9e-6a7f-4309-a558-75d96b727bca,164337fa-5de9-4fc5-abce-0edc227f23d0,LOC001,2023-09-13 08:59:30,Ultimate,APP,2026-03-10 09:00:23
5f562f75-4a24-431e-8a59-4a183fdc0ad0,a49088e4-8e5c-4645-8bf8-9eec0a65caca,LOC007,2024-08-13 19:41:46,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
fa1f301a-fe36-4ee7-ba99-abbffa64aaef,97abc580-c62a-4382-9256-446f8cc29f3e,LOC003,2023-08-24 13:24:05,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
eb808f92-fe47-4dff-99c1-c24a6deb649b,011dad8f-c201-43c8-a248-090b1cbefb80,LOC003,2021-12-08 15:25:33,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
bb5fe4aa-70bb-4851-af47-c8ac71cd0ae5,e8a5b583-7e0c-4f66-a50d-da6ed8050be3,LOC008,2022-11-05 19:01:19,Basic,LICENSE_PLATE,2026-03-10 09:00:23
52109881-692f-4a8d-a726-31d1b827844f,834de950-6778-403d-877c-b16cab502fb2,LOC004,2022-02-03 13:52:14,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
e80a323c-25e5-4abf-a043-1a2bf04614fe,05c2c2b9-8d78-42ed-8700-9b4b62150fa5,LOC001,2025-06-23 18:48:07,Deluxe,RFID,2026-03-10 09:00:23
450a3bd9-232a-4f52-8b85-93de6b927b39,8d8c1b8c-b3e4-4f70-a7f9-64cdb6f44ab1,LOC002,2022-09-27 10:13:04,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
4632bd00-d71e-454e-a31e-562508004e51,5a0c9179-3b45-4e07-919b-e02a050f7ce5,LOC007,2024-01-06 10:47:02,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
9a8ff811-0cbe-4f27-9d2b-e3b8fb7de85d,32ac5dbe-74e8-44ee-b0f9-8daef505814d,LOC003,2021-11-06 20:49:03,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
abe7f2f5-1f0c-4dd2-bd9d-5412b30adf93,0b2e5d7f-1d0c-4622-bf77-6f9ae9f07d3b,LOC006,2021-10-24 16:38:49,Basic,APP,2026-03-10 09:00:23
b5e0470d-20ab-49e0-a726-29d2ba8e2896,6d5e5ed6-9dac-47b4-88c5-e120a9bdeca1,LOC005,2025-06-27 10:26:19,Ultimate,APP,2026-03-10 09:00:23
3290f1eb-27f7-4b3f-8352-c740cdc37d87,ea3756d6-6bde-45a4-b1ea-7674349424e4,LOC008,2024-11-21 17:43:27,Ultimate,APP,2026-03-10 09:00:23
b8ed05e4-473e-432a-913a-94b24755f19d,25f293ce-cb3f-44e3-94f3-d7d82c968575,LOC006,2023-09-30 13:50:33,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
1b50d6a1-e39c-440b-a5d1-983fa075109b,33295116-1f0a-4805-9672-36c0b77f7e0a,LOC008,2021-08-19 13:11:48,Deluxe,APP,2026-03-10 09:00:23
23c9195f-b69f-4ac7-b023-942e147b19eb,e8a5b583-7e0c-4f66-a50d-da6ed8050be3,LOC001,2023-01-14 19:29:58,Basic,LICENSE_PLATE,2026-03-10 09:00:23
6b9e1afb-6990-430f-84f9-9fe3c7ff3c02,ec975b84-df6a-4953-8642-fad64e85d6cd,LOC005,2025-02-16 09:24:15,Deluxe,APP,2026-03-10 09:00:23
0f24bc96-4094-48a4-ad45-c3aa3bcd367b,bc266595-4fe7-41f4-8ceb-38dfef2863b5,LOC004,2023-08-06 20:23:05,Deluxe,APP,2026-03-10 09:00:23
b003b1c2-7ef8-48a6-bf01-d45269a3ae64,381ae4ef-6736-4a0f-b357-ebd7624241ba,LOC002,2023-02-20 16:02:55,Basic,APP,2026-03-10 09:00:23
e8872160-d169-4434-8ddb-e61245997d16,8c91a609-c21a-47d8-ac72-07c33c24119d,LOC004,2025-09-12 15:13:30,Basic,RFID,2026-03-10 09:00:23
204c45c5-9f95-4353-98c0-0a6d4da1be3a,3019576a-5da6-4d4f-9ab8-1dc9e1b6950e,LOC002,2022-06-08 10:59:12,Basic,LICENSE_PLATE,2026-03-10 09:00:23
5c454ab1-08c0-42e7-b24e-42855e406ff6,8c506943-6084-4891-8fda-f698d79d0b75,LOC006,2023-09-10 13:58:15,Deluxe,RFID,2026-03-10 09:00:23
a0771b92-39fd-40ee-ae64-57cd7872e8d4,97abc580-c62a-4382-9256-446f8cc29f3e,LOC005,2023-03-05 17:22:19,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
a064687d-71fd-41ef-8314-e4eccc407035,3d1eac8e-6c38-4fcc-9cef-3b72f9edc7da,LOC006,2025-04-21 19:46:30,Basic,WALK_UP,2026-03-10 09:00:23
24c89968-91cb-428c-8726-956e21f57f37,6567933c-8cda-4c38-bd49-137a13d276f8,LOC004,2021-10-12 07:36:55,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
2a5f2abc-f9d6-431b-af07-8d775f25abb8,d2258eb3-3ef7-4bbb-9d38-6b0883a0a0f7,LOC007,2023-11-25 16:37:46,Basic,APP,2026-03-10 09:00:23
782c1da2-d7d6-418c-82e4-1ebf14196084,51f1352e-d9c5-465d-b299-8721587b78c8,LOC004,2025-05-17 13:36:53,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
543b53c7-34b9-4392-8ec1-4d8665c7465f,ae1e9c5f-2bde-45e2-b388-8c3f3a513e00,LOC008,2025-02-15 11:48:52,Deluxe,WALK_UP,2026-03-10 09:00:23
4d316252-cb93-4a18-83b0-e45711963374,dc90e683-ffb0-4b60-950c-931c7aa748e5,LOC006,2024-02-04 14:10:46,Deluxe,APP,2026-03-10 09:00:23
f1ebc031-418c-4487-bf2e-f10b836cc136,834de950-6778-403d-877c-b16cab502fb2,LOC001,2021-11-11 15:41:03,Deluxe,RFID,2026-03-10 09:00:23
5e34bcf9-67c9-45c2-a80b-3b236fd81dc4,7f8e1e17-28f3-4872-bcad-14b8da802284,LOC007,2023-12-10 07:48:00,Ultimate,APP,2026-03-10 09:00:23
2ccbe75b-d40c-41e1-9de2-a51ec4d8b9ac,ddd7aba3-1902-4ed1-b6a7-8fea2542f6bb,LOC004,2025-06-05 18:09:00,Basic,LICENSE_PLATE,2026-03-10 09:00:23
58710378-c0c6-47b5-898a-673aacac123e,e091ae43-8ad5-4c54-b1dc-e17b7ebe37ee,LOC008,2023-04-27 17:42:59,Basic,LICENSE_PLATE,2026-03-10 09:00:23
9fe13052-4c96-4515-b6c9-32245f007b42,d2258eb3-3ef7-4bbb-9d38-6b0883a0a0f7,LOC001,2023-03-21 15:26:00,Basic,LICENSE_PLATE,2026-03-10 09:00:23
60d0a1e6-9462-4c12-bbb1-1f1cbc097584,5b5f32fb-712f-4fc5-9980-436feba797d1,LOC007,2024-11-21 07:32:52,Ultimate,RFID,2026-03-10 09:00:23
cd935572-ce81-47a7-9af0-65df7e559a7c,0b6504c3-b13d-4486-9dd3-149e0dc33955,LOC004,2025-04-12 15:09:15,Basic,LICENSE_PLATE,2026-03-10 09:00:23
1c833586-e404-41e0-a1ba-fe36289eb2d7,f68ad740-89a5-4e99-aeed-f18de2f80045,LOC002,2024-06-07 11:50:25,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
60e7241b-7681-4e30-902f-a5a224534bf8,63c8d179-6fb3-45aa-a636-095abdc244b5,LOC005,2023-04-28 10:44:14,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
d69c0430-4482-4f98-9142-6c41eaea2e53,9a967512-1bde-4654-99ed-172468379078,LOC007,2025-07-14 19:02:05,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
84246c32-07ec-40d6-a31f-2874b2b4b830,a766884c-51dd-4c6f-8cd1-45c1ac072bd4,LOC003,2024-11-19 17:00:44,Ultimate,APP,2026-03-10 09:00:23
456cf985-3ea9-4ff3-81a9-732ccbd17450,d8a2381f-18e6-448f-a87a-8260f6245447,LOC001,2023-03-28 16:54:06,Deluxe,APP,2026-03-10 09:00:23
d56041c8-8047-445d-9309-048c18c4f183,8a575ae2-5f80-43d8-ae1f-85e332c8319b,LOC005,2022-04-30 07:59:04,Ultimate,RFID,2026-03-10 09:00:23
4993c063-ffc8-4b4a-908a-ec90ecdf0dbf,a865f6de-f9fd-4cfc-91c7-879fbadecd1b,LOC006,2022-04-17 09:59:54,Deluxe,APP,2026-03-10 09:00:23
a7041c5f-66ce-4576-a7bf-35863165ad0d,32d53146-5791-4ba0-b580-d8c6cdd51627,LOC007,2023-10-05 19:52:45,Basic,WALK_UP,2026-03-10 09:00:23
bf6a7067-b599-40b1-aa4b-44834d48bc04,8e5f17d5-f3f3-4d3c-8478-bf13b6e54110,LOC007,2023-11-17 10:36:53,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
ebdffe18-de72-4fd8-93ca-7c337a7611b1,32ac5dbe-74e8-44ee-b0f9-8daef505814d,LOC002,2021-11-09 19:47:08,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
d9043203-103d-499b-9368-20e39bbdf84b,25f293ce-cb3f-44e3-94f3-d7d82c968575,LOC002,2021-11-24 13:14:53,Deluxe,APP,2026-03-10 09:00:23
fb9cc363-1b3f-41c3-af4d-7a2454a0ab8e,7e512abf-ca91-44da-9605-73409740158c,LOC005,2024-12-16 19:20:01,Ultimate,RFID,2026-03-10 09:00:23
0fe907c5-06cb-42fd-9c71-92cb4b0fda9d,fe1f8c1c-4f80-48c8-84e3-3288f48a12fb,LOC007,2024-02-16 12:35:24,Deluxe,APP,2026-03-10 09:00:23
1d76055b-9c1e-4b42-aef0-28ca24cb8695,45da0be7-4a49-4fdb-b946-5e55bd3ff19e,LOC005,2024-12-11 08:49:39,Deluxe,RFID,2026-03-10 09:00:23
edb6f73e-170e-488f-9370-b24d33f8fc2a,1673eaaa-b9cd-46c5-8ed5-69d9dddee2af,LOC003,2024-11-05 09:24:45,Basic,LICENSE_PLATE,2026-03-10 09:00:23
5fac8c77-9bf3-48b6-babe-966d292b24f0,cc08022a-ec32-420f-a692-b77d24eefa13,LOC008,2023-12-15 08:00:19,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
3ebf485e-3cf8-4a94-ae6c-437edf615622,ae0d190a-a7b2-4ceb-8b0f-4c0b41c79ecc,LOC008,2024-12-20 08:11:27,Basic,LICENSE_PLATE,2026-03-10 09:00:23
be032c07-8865-4b32-9ed4-9ccf477f88e1,d3470e0f-618f-4697-b4fb-2a311861a348,LOC002,2023-06-01 07:05:22,Basic,LICENSE_PLATE,2026-03-10 09:00:23
e5b3289b-4f9a-4b83-80e7-474d5489712c,13d7667d-a3ae-4dcd-9627-4d811e190cbe,LOC002,2025-04-15 11:26:24,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
e1a3d129-3b62-4a63-92fa-5d3329ecc7e9,4019d1e8-565b-4272-9a4a-d666a83d91b2,LOC003,2023-07-28 09:43:24,Deluxe,APP,2026-03-10 09:00:23
d091e634-d891-46f5-8561-fe04a4779365,9bcf253c-d9e4-479c-ba5d-9dbeb36ba15c,LOC007,2022-11-09 09:04:10,Ultimate,APP,2026-03-10 09:00:23
96219de2-1ca5-4c70-be8b-05a8f4ffc0c9,8e5f17d5-f3f3-4d3c-8478-bf13b6e54110,LOC008,2023-09-12 12:16:15,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
5da86238-84fc-4046-afb1-fe065b02f0aa,51f1352e-d9c5-465d-b299-8721587b78c8,LOC007,2025-04-16 09:19:00,Deluxe,APP,2026-03-10 09:00:23
32452bee-3c79-4e0f-a328-2445e8bfddc5,1cae16fd-cf79-48c0-9055-d2f5641055f8,LOC006,2024-02-17 20:21:28,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
920e72a3-a8dc-4ddf-8846-f9baa84059a5,76f9b880-5bce-4790-9fbf-5fee1197a03e,LOC004,2022-03-08 11:20:38,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
4f05c7cf-3932-4be1-a409-35fdfef96a7a,0b6504c3-b13d-4486-9dd3-149e0dc33955,LOC008,2025-06-08 11:47:44,Basic,WALK_UP,2026-03-10 09:00:23
397aab9e-c08d-4848-b2f5-a035e5e682a5,a4f9d248-adb0-4bcb-94ea-3493edc980eb,LOC007,2024-09-13 11:52:50,Ultimate,LICENSE_PLATE,2026-03-10 09:00:23
60ac3eb8-d4f3-43a1-8932-a3147cb1b726,a865f6de-f9fd-4cfc-91c7-879fbadecd1b,LOC001,2022-08-13 15:11:43,Deluxe,WALK_UP,2026-03-10 09:00:23
8692dcb3-8c68-47f7-9a90-b32a16f53821,3ac90275-4d8a-4cef-bec1-3e0981468acb,LOC002,2024-02-17 14:51:18,Deluxe,RFID,2026-03-10 09:00:23
7712b3b3-4331-482a-802f-41f70b37ba52,33295116-1f0a-4805-9672-36c0b77f7e0a,LOC004,2022-10-28 09:40:19,Deluxe,APP,2026-03-10 09:00:23
7367245b-5e85-45c0-89d4-00974a1a65df,05c2c2b9-8d78-42ed-8700-9b4b62150fa5,LOC008,2025-07-23 19:24:04,Deluxe,WALK_UP,2026-03-10 09:00:23
5616cc42-4e55-47e4-b75e-bed5a4d0f249,8c506943-6084-4891-8fda-f698d79d0b75,LOC007,2024-07-12 15:32:59,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
c993fe52-1841-48dc-b427-d8699fa2cf20,55c64df2-00dd-40eb-a876-d5e078f1a70b,LOC002,2025-02-26 16:40:58,Deluxe,APP,2026-03-10 09:00:23
bd529a59-e2c3-4fd3-9c30-fdb0b629147d,cfaac32d-7b91-4254-bc1c-abe48943024e,LOC001,2022-12-07 12:10:41,Deluxe,LICENSE_PLATE,2026-03-10 09:00:23
807c1f93-83a0-4f71-b832-6f7b5797722c,bc266595-4fe7-41f4-8ceb-38dfef2863b5,LOC007,2025-04-02 13:48:21,Deluxe,APP,2026-03-10 09:00:23
72f26516-5f0a-4ed7-9143-3e51165aec06,93000fd6-4867-4264-922a-510763646ab0,LOC004,2023-12-26 15:47:33,Basic,LICENSE_PLATE,2026-03-10 09:00:23
e277c91f-7b94-4220-a111-e79d64c669ef,5dfb842a-dfad-4813-a3fb-d8074cbbebdd,LOC003,2023-05-17 17:37:44,Ultimate,APP,2026-03-10 09:00:23
9221c510-7763-4c7b-b753-691b6fbab5fe,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC002,2023-04-15 11:26:58,Basic,APP,2026-03-10 09:00:23
