transaction_id,member_id,location_id,transacted_at,amount,transaction_type,plan_code,_loaded_at
8f66cc36-001a-4e12-bcfe-8e1db309d0fe,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2021-11-18 06:21:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
79426b8d-15ca-4337-912d-0efbb200a98a,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2021-12-18 12:07:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
d1ed0c2d-d3bd-4c25-bd94-a8c33c79f8f3,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-01-18 13:46:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
d9555580-c773-48cc-b015-23ff7c7c14cc,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-02-18 22:49:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
bbe4f6b9-c9be-417c-9326-6b5cb0bd978b,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-03-18 08:48:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
9ef22fbc-d78c-4536-a579-31cea38df3ed,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-04-18 20:25:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
b3d5217b-4cb4-4a12-914e-c20cfb902874,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-05-18 21:38:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
01a956e1-1479-4cdd-bf96-400ca2aa9139,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-06-18 15:32:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
eefe0521-402e-4f6b-9a40-568241ef5448,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-07-18 14:06:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
4128b83b-6fd0-4d6f-ada1-85f00226fb6e,6f2e1fc3-e79e-41b4-92d3-2a8fd3bba64b,LOC002,2022-08-18 15:31:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
a8c1ca86-5eb4-49a1-b72e-8e2584bc0abf,d2258eb3-3ef7-4bbb-9d38-6b0883a0a0f7,LOC001,2023-02-15 09:47:00,14.99,SIGNUP,BASIC,2026-03-10 09:00:23
207309fe-d8a0-4640-96c8-d262dccb4fa6,d2258eb3-3ef7-4bbb-9d38-6b0883a0a0f7,LOC001,2023-03-15 02:31:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
a8da9a7b-37bf-4b77-aeff-968592408ab4,d2258eb3-3ef7-4bbb-9d38-6b0883a0a0f7,LOC001,2023-04-15 05:24:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
f3a4a711-2814-43d6-b668-2d98899dd44b,06f90ed6-f4da-4b4b-86f1-f1604ffda094,LOC005,2022-04-12 17:39:00,14.99,SIGNUP,BASIC,2026-03-10 09:00:23
09c12dad-9552-485e-ab15-cd20ce48a7f6,06f90ed6-f4da-4b4b-86f1-f1604ffda094,LOC005,2022-05-12 02:42:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
acd73847-72aa-4e79-bbf6-48ea49b57b9b,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2022-12-29 15:12:00,14.99,SIGNUP,BASIC,2026-03-10 09:00:23
c793ab47-4630-4f4a-ba34-57155f56a54f,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-01-29 21:31:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
a9a894a3-ee81-4fed-9cb0-63fd83a8857b,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-02-27 08:34:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
0457f5a0-c9c0-4cb8-94a4-bf406e1df28e,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-03-29 17:34:00,-14.99,CHARGEBACK,BASIC,2026-03-10 09:00:23
81a57606-b95c-4b91-9018-613e6155076a,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-04-29 01:27:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
4810159f-e16c-43b2-a490-4b1de1162795,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-05-29 03:24:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
d3f9134f-f25c-468a-a1c6-6434622f9705,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-06-29 12:28:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
08585272-8331-4544-a619-5475d587cef0,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-07-29 01:11:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
53321a5d-1c86-4511-a84d-9ff38a56bea2,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-08-29 09:56:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
35edae31-d654-4b3d-b668-bc10d158239c,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-09-29 15:27:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
b30c9063-c8f1-420f-a12b-55277f6bd187,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-10-29 22:24:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
d81f811d-ba22-4aeb-8a6b-17e3af6bc79c,247a024d-63b7-4c75-b11d-12bc60e77a5d,LOC008,2023-11-05 18:35:00,24.99,UPGRADE,DELUXE,2026-03-10 09:00:23
241a9b79-c6b9-45f0-8dbb-7b33981d9c9a,88323035-660a-4be5-ad53-a1bd04e4900b,LOC008,2023-02-17 15:35:00,14.99,SIGNUP,BASIC,2026-03-10 09:00:23
c4570a5a-7b56-4ab9-a3b0-b7e390e3df9e,88323035-660a-4be5-ad53-a1bd04e4900b,LOC008,2023-03-17 16:03:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
83b898a4-9690-459c-8717-328a39ccec07,88323035-660a-4be5-ad53-a1bd04e4900b,LOC008,2023-04-17 15:37:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
8e34e399-1fba-4b6b-9322-ffc71174019f,88323035-660a-4be5-ad53-a1bd04e4900b,LOC008,2023-05-17 19:43:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
b013c48e-8bd0-4b55-9171-1ac993a97291,88323035-660a-4be5-ad53-a1bd04e4900b,LOC008,2023-06-17 09:20:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
950185ff-78e8-4b7a-b902-51940e62f038,88323035-660a-4be5-ad53-a1bd04e4900b,LOC008,2023-07-17 18:02:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
6e2c603f-ce4e-4de3-892a-57a8dfe2488d,88323035-660a-4be5-ad53-a1bd04e4900b,LOC008,2023-08-17 11:22:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
33815598-ec53-4648-b893-0de95a8bd855,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2022-10-09 14:06:00,34.99,SIGNUP,ULTIMATE,2026-03-10 09:00:23
4f9ff26a-5086-47f8-8fe6-56b3240ac171,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2022-11-09 11:22:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
2e6a7fbf-717e-4176-9f59-049b1fbde90c,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2022-12-09 01:42:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
8ed20626-1d26-4012-b44e-cb430c82cca0,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-01-09 07:41:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
27b031c9-ab92-4357-96b5-2b3e4c9dda47,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-02-09 02:58:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
4969a29c-eea5-4b5e-afe3-f31c09b56e6c,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-03-09 09:07:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
cff14c7e-872c-47f1-907e-e383ce0135fe,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-04-09 00:34:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
317d88ba-c2d1-4932-8c15-fe8e3e82631d,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-05-09 14:42:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
398ec550-10b4-4f8f-9f0a-ee4650297b07,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-06-09 18:32:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
878ee4aa-ecfa-48c4-8a07-74c2f1290bc6,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-07-09 08:01:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
821842dc-ec81-4ad0-afe2-69885cb696d3,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-08-09 18:01:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
9e27e082-5f6f-4066-aa85-f308f0cd36c1,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-09-09 12:36:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
ea2b748a-5490-4acd-937c-1c3b3d7bb0f4,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-10-09 18:06:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
dc6f98ba-29dd-4463-944d-29db0b073c45,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-11-09 03:44:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
6459e378-4764-4e9b-835f-250d2cf53b89,1b8ae8c3-63b5-45e8-91f4-1727c4373078,LOC006,2023-12-09 10:31:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
1b759296-9fb9-406c-bc4e-909a0a05d69a,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2024-08-09 10:39:00,24.99,SIGNUP,DELUXE,2026-03-10 09:00:23
97b850b0-dc43-4b9a-a929-986ed0830940,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2024-09-09 11:27:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
2c0b4b86-1803-4642-ae71-a87f4498076f,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2024-10-09 20:54:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
2a93af7d-2c58-43d8-bd7a-b6ef183d3452,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2024-11-09 02:53:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
c3794f86-0a79-4d14-82eb-44a734fb7305,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2024-12-09 06:18:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
e167577b-b9ec-4162-8bad-eee67f5d8fa8,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2025-01-09 09:36:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
b8060097-12d1-4bb5-ad88-25c622ae36e7,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2025-02-09 07:39:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
eb4ba51e-dcac-4f4e-bc97-cbc342cb3427,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2025-03-09 02:45:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
4d3e7379-c408-4492-9d61-01c176a7865c,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2025-04-09 03:37:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
56cdd0f7-bd32-480e-8d57-6267656aa657,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2025-05-09 02:36:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
13679fc6-1514-40eb-9d44-60f256822f55,4374909f-c863-4e66-aed6-4c768a8a9a4d,LOC006,2025-06-09 15:27:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
2be5eaf5-0509-46cc-bbc9-75bec74ee2f3,b80fb3c9-1d91-424c-a50b-4a770629a9a7,LOC005,2023-05-28 16:51:00,24.99,SIGNUP,DELUXE,2026-03-10 09:00:23
3201a32c-eadf-4f2e-a1b4-ed59b46aced6,b80fb3c9-1d91-424c-a50b-4a770629a9a7,LOC005,2023-06-28 13:42:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
fca6970b-ddbf-45e8-81cb-ad326fc89769,b80fb3c9-1d91-424c-a50b-4a770629a9a7,LOC005,2023-07-28 06:26:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
c20c8b40-e87b-442d-ade1-71efd66f3d8e,b80fb3c9-1d91-424c-a50b-4a770629a9a7,LOC005,2023-08-28 19:32:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
7710c5ff-eb2f-416a-bad7-84087f0b8b13,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2021-08-13 08:40:00,34.99,SIGNUP,ULTIMATE,2026-03-10 09:00:23
ed01156c-7546-4aee-8ff0-3e40e68763a1,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2021-09-13 05:36:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
c26eb553-09bc-4dd3-9d66-1c6249188db4,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2021-10-13 21:52:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
d71f972c-2028-432d-a1ba-ffb20bd10bff,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2021-11-13 14:17:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
db95eac9-8b6d-49f3-876f-594d8035d0f9,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2021-12-13 17:51:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
005c3a33-9382-4d8a-8801-125dd371e63e,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-01-13 13:59:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
2d4681be-7f1c-495e-abbc-ff1fc392c051,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-02-13 20:03:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
3c360cff-c1f2-4273-8173-66246948cb9c,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-03-13 11:29:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
93c837cc-77a4-4a12-bc10-c488f5d8ab85,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-04-13 04:47:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
b96993b5-7b34-4c89-8608-bfed73f4dd35,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-05-13 09:54:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
8dfac669-daf7-4ab6-84a9-4fb6bdba1767,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-06-13 10:55:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
c7ccfcb7-ac79-4a8d-8427-2ab74a361b93,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-07-13 02:40:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
47990c77-11d1-4df9-a7cf-e42a45a00e78,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-08-13 13:17:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
962f5cc3-23ee-4017-8845-01afcc206cb8,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-09-13 20:10:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
6d7fbb4b-0207-4688-9f46-0c90ac10824c,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-10-13 19:15:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
865808e5-f043-41d4-9f02-4e8cadb20e5d,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-11-13 03:09:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
11395bca-f72d-4b35-b7d5-2e3f0fd1c046,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2022-12-13 07:51:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
f0b39916-14f3-4adb-bf96-9f3d4d1d8258,96c9610b-1a92-4438-929a-b3c1a2188149,LOC003,2023-01-13 14:31:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
0b686cfc-6d24-4511-b252-89368c9bc497,1acc3ced-6719-49be-a6ae-97a8df033787,LOC007,2024-02-08 14:41:00,24.99,SIGNUP,DELUXE,2026-03-10 09:00:23
5b8801d4-a56e-419d-8bb0-86fde4beaf49,1acc3ced-6719-49be-a6ae-97a8df033787,LOC007,2024-03-08 06:10:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
eb65bf6b-c64a-43fd-85e4-8566786645b7,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2023-06-10 12:50:00,14.99,SIGNUP,BASIC,2026-03-10 09:00:23
1b7abcfe-c31a-4149-b003-8a407e4b1601,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2023-07-10 21:35:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
82db4f1f-304b-43e0-ba98-7c20f703e97c,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2023-08-10 01:46:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
6956ca6b-f01b-4092-bc63-dd13cff5668f,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2023-09-10 00:03:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
df1e1b03-830e-4908-a043-5fb797f114f2,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2023-10-10 02:20:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
9a7ccd11-b1ca-4e65-b3e8-4462310a64b5,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2023-11-10 02:57:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
7a2ee148-8c7b-4b18-a787-1203cf0c5efa,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2023-12-10 11:42:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
4599d884-e3ee-4a2d-b885-da29f1735799,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2024-01-10 02:25:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
7c56a70a-c3f6-4196-9dc9-c8b099a235ba,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2024-02-10 23:53:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
1e0e9ecc-aa10-410c-b529-4e41f653ceb0,d2c2a0fd-2cc1-437f-9b5d-307c0ee5d531,LOC001,2024-03-10 03:36:00,14.99,RENEWAL,BASIC,2026-03-10 09:00:23
9c3738a6-37a9-4087-9fab-18314a02e57a,2d094ff5-76b9-4cfa-808d-0e0a1fff2f5a,LOC005,2022-09-04 15:56:00,34.99,SIGNUP,ULTIMATE,2026-03-10 09:00:23
0c5729d7-2ebf-4849-a8f1-9c09645eb72a,2d094ff5-76b9-4cfa-808d-0e0a1fff2f5a,LOC005,2022-10-04 07:38:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
0037c4b3-f10f-4109-be6f-c62f4e6123d4,299a523e-cf2b-4733-8fda-30a56dfb2575,LOC006,2025-05-14 13:53:00,24.99,SIGNUP,DELUXE,2026-03-10 09:00:23
af6560a0-140d-488d-889d-f57a429d1ae9,299a523e-cf2b-4733-8fda-30a56dfb2575,LOC006,2025-06-14 23:24:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
429e1512-9161-4287-862d-7a1d523cde00,299a523e-cf2b-4733-8fda-30a56dfb2575,LOC006,2025-07-14 23:15:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
fddeace1-670f-473e-9368-a5131bc856a1,299a523e-cf2b-4733-8fda-30a56dfb2575,LOC006,2025-08-14 06:09:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
cd450ec1-3072-4968-bc8c-06775bdd14ee,299a523e-cf2b-4733-8fda-30a56dfb2575,LOC006,2025-09-14 06:17:00,24.99,RENEWAL,DELUXE,2026-03-10 09:00:23
bb61b53c-bba0-4fd1-832a-76d2e8ee6583,a0f33c6e-c7a9-41fb-87a5-d91175ef6de4,LOC005,2022-09-22 17:03:00,34.99,SIGNUP,ULTIMATE,2026-03-10 09:00:23
a1a42e44-bf99-4d84-a14b-e54c471e9ef6,a0f33c6e-c7a9-41fb-87a5-d91175ef6de4,LOC005,2022-10-22 17:23:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
2582d97b-e460-46b7-beec-7ad8628a44b6,a0f33c6e-c7a9-41fb-87a5-d91175ef6de4,LOC005,2022-11-22 03:20:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
d9ee2335-39e8-43b2-8098-83df79761c55,a0f33c6e-c7a9-41fb-87a5-d91175ef6de4,LOC005,2022-12-22 15:43:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
e0b760a5-448a-4e10-aa65-b996900e57f3,a0f33c6e-c7a9-41fb-87a5-d91175ef6de4,LOC005,2023-01-22 08:56:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
23d45bac-3a6d-44f0-8dd0-7760ca2a8c83,a0f33c6e-c7a9-41fb-87a5-d91175ef6de4,LOC005,2023-02-22 04:23:00,34.99,RENEWAL,ULTIMATE,2026-03-10 09:00:23
